id,price,neighbourhood_group,neighbourhood
18674,202,Eixample,la Sagrada Família
23197,255,Sant Martí,el Besòs i el Maresme
32711,171,Gràcia,el Camp d'en Grassot i Gràcia Nova
171646,152,Sant Martí,el Clot
171816,150,Sant Martí,el Clot
34981,322,Ciutat Vella,el Barri Gòtic
36763,30,Ciutat Vella,la Barceloneta
174382,323,Eixample,la Sagrada Família
40983,155,Eixample,la Dreta de l'Eixample
177502,45,Eixample,la Dreta de l'Eixample
188267,348,Eixample,la Dreta de l'Eixample
41952,164,Gràcia,el Camp d'en Grassot i Gràcia Nova
190348,46,Les Corts,Pedralbes
46153,45,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
196021,386,Eixample,l'Antiga Esquerra de l'Eixample
196196,342,Eixample,la Sagrada Família
49968,177,Gràcia,el Camp d'en Grassot i Gràcia Nova
197267,42,Gràcia,la Vila de Gràcia
68547,150,Ciutat Vella,el Barri Gòtic
198958,450,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
71520,250,Gràcia,Vallcarca i els Penitents
206122,144,Gràcia,la Vila de Gràcia
206167,140,Sants-Montjuïc,el Poble Sec
71553,186,Eixample,la Dreta de l'Eixample
71736,68,Ciutat Vella,el Raval
209673,117,Gràcia,la Vila de Gràcia
214970,22,Sants-Montjuïc,el Poble Sec
72436,259,Sant Martí,el Poblenou
223096,88,Sants-Montjuïc,Sants
72793,65,Ciutat Vella,el Raval
72794,65,Ciutat Vella,el Raval
234375,225,Eixample,el Fort Pienc
73683,360,Gràcia,el Camp d'en Grassot i Gràcia Nova
75003,149,Eixample,la Sagrada Família
238703,348,Eixample,la Sagrada Família
75411,165,Sant Martí,el Clot
239821,200,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
80004,140,Sants-Montjuïc,el Poble Sec
241614,99,Ciutat Vella,el Barri Gòtic
83283,71,Eixample,Sant Antoni
242335,82,Ciutat Vella,la Barceloneta
89756,337,Ciutat Vella,el Raval
252232,197,Sant Martí,Sant Martí de Provençals
89776,196,Eixample,la Dreta de l'Eixample
253030,30,Sant Andreu,Navas
95719,70,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
255195,38,Ciutat Vella,el Raval
97529,47,Gràcia,el Camp d'en Grassot i Gràcia Nova
110041,159,Gràcia,el Camp d'en Grassot i Gràcia Nova
256354,28,Gràcia,Vallcarca i els Penitents
112538,419,Eixample,la Sagrada Família
256677,69,Ciutat Vella,el Barri Gòtic
117010,331,Eixample,la Sagrada Família
118228,333,Eixample,la Sagrada Família
264125,129,Sant Martí,el Camp de l'Arpa del Clot
128463,80,Sants-Montjuïc,Sants
135513,90,Sant Martí,el Poblenou
267816,1000,Ciutat Vella,el Barri Gòtic
268017,260,Eixample,la Dreta de l'Eixample
136670,40,Les Corts,Pedralbes
268022,277,Eixample,la Dreta de l'Eixample
138055,367,Eixample,la Sagrada Família
269467,176,Eixample,la Sagrada Família
147275,18,Horta-Guinardó,el Guinardó
272282,441,Eixample,l'Antiga Esquerra de l'Eixample
273229,124,Eixample,Sant Antoni
154437,32,Eixample,l'Antiga Esquerra de l'Eixample
162091,324,Eixample,la Sagrada Família
273932,187,Eixample,l'Antiga Esquerra de l'Eixample
274156,170,Sants-Montjuïc,el Poble Sec
164456,100,Ciutat Vella,el Barri Gòtic
274221,233,Ciutat Vella,el Barri Gòtic
385049,543,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
275336,198,Eixample,la Nova Esquerra de l'Eixample
275346,322,Sarrià-Sant Gervasi,Sarrià
393717,133,Ciutat Vella,el Raval
275350,127,Ciutat Vella,el Raval
399772,170,Eixample,la Nova Esquerra de l'Eixample
276324,144,Gràcia,la Vila de Gràcia
402369,237,Ciutat Vella,el Barri Gòtic
408599,190,Sants-Montjuïc,el Poble Sec
276527,140,Gràcia,el Coll
417239,123,Gràcia,la Vila de Gràcia
283231,138,Sant Martí,el Parc i la Llacuna del Poblenou
424137,259,Ciutat Vella,el Barri Gòtic
288034,250,Eixample,la Nova Esquerra de l'Eixample
290535,240,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
424294,233,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
425639,536,Sarrià-Sant Gervasi,el Putxet i el Farró
290592,129,Eixample,la Sagrada Família
291160,190,Sant Martí,la Vila Olímpica del Poblenou
432482,239,Eixample,la Dreta de l'Eixample
437886,37,Eixample,la Dreta de l'Eixample
295200,170,Gràcia,la Vila de Gràcia
438102,45,Eixample,el Fort Pienc
295349,200,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
315769,124,Gràcia,el Camp d'en Grassot i Gràcia Nova
439057,140,Gràcia,la Vila de Gràcia
320506,130,Sants-Montjuïc,el Poble Sec
440427,136,Eixample,la Sagrada Família
323854,30,Eixample,la Sagrada Família
443110,391,Eixample,l'Antiga Esquerra de l'Eixample
330745,350,Sant Martí,la Vila Olímpica del Poblenou
443222,156,Eixample,la Sagrada Família
330766,160,Eixample,la Dreta de l'Eixample
330957,193,Eixample,la Dreta de l'Eixample
443909,35,Ciutat Vella,el Barri Gòtic
333190,60,Eixample,el Fort Pienc
449854,155,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
451758,164,Ciutat Vella,el Raval
335861,194,Sant Martí,el Poblenou
456333,28,Eixample,el Fort Pienc
457195,279,Eixample,la Dreta de l'Eixample
337755,193,Sant Martí,la Vila Olímpica del Poblenou
462062,82,Eixample,la Nova Esquerra de l'Eixample
468912,65,Gràcia,la Vila de Gràcia
343622,115,Sants-Montjuïc,Sants
469157,170,Ciutat Vella,el Barri Gòtic
469177,200,Sants-Montjuïc,el Poble Sec
343861,173,Eixample,la Dreta de l'Eixample
469710,142,Eixample,la Dreta de l'Eixample
472062,254,Gràcia,la Vila de Gràcia
343864,206,Gràcia,la Vila de Gràcia
343866,216,Gràcia,la Vila de Gràcia
473395,270,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
473459,255,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
343972,30,Sants-Montjuïc,la Font de la Guatlla
477256,67,Sant Martí,el Parc i la Llacuna del Poblenou
345129,65,Ciutat Vella,el Barri Gòtic
480975,50,Sants-Montjuïc,el Poble Sec
351395,253,Eixample,el Fort Pienc
481739,226,Eixample,la Dreta de l'Eixample
352772,133,Eixample,la Nova Esquerra de l'Eixample
482801,30,Sants-Montjuïc,Sants
353640,146,Ciutat Vella,el Barri Gòtic
357576,214,Gràcia,la Vila de Gràcia
485222,30,Sants-Montjuïc,Sants - Badal
487233,217,Sants-Montjuïc,el Poble Sec
359841,134,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
360863,50,Ciutat Vella,la Barceloneta
490517,192,Gràcia,el Camp d'en Grassot i Gràcia Nova
490803,261,Eixample,la Sagrada Família
493122,70,Sant Martí,el Parc i la Llacuna del Poblenou
494834,148,Horta-Guinardó,el Baix Guinardó
363601,60,Ciutat Vella,el Raval
496997,200,Eixample,l'Antiga Esquerra de l'Eixample
364030,173,Eixample,Sant Antoni
497545,200,Eixample,l'Antiga Esquerra de l'Eixample
498416,33,Ciutat Vella,el Barri Gòtic
365911,213,Eixample,la Nova Esquerra de l'Eixample
370665,240,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
502436,70,Ciutat Vella,el Barri Gòtic
377161,150,Gràcia,el Coll
503765,210,Eixample,la Dreta de l'Eixample
379868,78,Eixample,la Sagrada Família
504657,207,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
507667,60,Eixample,el Fort Pienc
383894,61,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
384063,237,Eixample,la Dreta de l'Eixample
508212,180,Eixample,l'Antiga Esquerra de l'Eixample
384155,82,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
510923,135,Sant Andreu,el Congrés i els Indians
511739,160,Eixample,la Sagrada Família
512666,237,Ciutat Vella,el Raval
512737,167,Ciutat Vella,el Raval
384464,186,Eixample,la Dreta de l'Eixample
513825,180,Eixample,el Fort Pienc
567962,59,Sants-Montjuïc,la Bordeta
517407,275,Eixample,el Fort Pienc
568129,37,Eixample,la Nova Esquerra de l'Eixample
568185,70,Eixample,la Nova Esquerra de l'Eixample
519494,311,Sant Martí,la Vila Olímpica del Poblenou
568432,42,Eixample,l'Antiga Esquerra de l'Eixample
519631,331,Eixample,la Dreta de l'Eixample
520389,200,Eixample,l'Antiga Esquerra de l'Eixample
522705,164,Eixample,la Dreta de l'Eixample
569610,150,Sants-Montjuïc,Sants
572646,60,Ciutat Vella,la Barceloneta
522987,69,Eixample,el Fort Pienc
576046,35,Eixample,la Sagrada Família
576550,350,Sant Martí,la Vila Olímpica del Poblenou
526016,350,Eixample,Sant Antoni
578180,30,Sant Martí,el Clot
578558,450,Eixample,el Fort Pienc
527183,20,Sants-Montjuïc,Sants
582364,255,Sarrià-Sant Gervasi,el Putxet i el Farró
528979,65,Gràcia,la Vila de Gràcia
584348,205,Sant Martí,el Poblenou
531195,358,Eixample,Sant Antoni
585762,216,Eixample,la Dreta de l'Eixample
531697,75,Ciutat Vella,el Barri Gòtic
587203,9,Sant Martí,el Poblenou
534410,266,Eixample,el Fort Pienc
588268,139,Eixample,la Sagrada Família
588996,170,Eixample,Sant Antoni
534550,298,Eixample,Sant Antoni
536440,30,Horta-Guinardó,el Baix Guinardó
590503,170,Eixample,la Dreta de l'Eixample
537176,169,Eixample,Sant Antoni
543342,149,Eixample,l'Antiga Esquerra de l'Eixample
594235,90,Gràcia,la Vila de Gràcia
548052,160,Eixample,la Sagrada Família
594580,174,Gràcia,la Vila de Gràcia
548085,160,Eixample,la Sagrada Família
554955,72,Ciutat Vella,el Raval
597715,90,Gràcia,la Vila de Gràcia
558366,50,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
598329,280,Ciutat Vella,la Barceloneta
600590,66,Eixample,la Sagrada Família
558886,150,Eixample,la Nova Esquerra de l'Eixample
615381,166,Ciutat Vella,el Raval
559801,20,Sant Andreu,Navas
560063,130,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
619728,120,Eixample,la Sagrada Família
562020,65,Ciutat Vella,el Raval
621656,55,Sants-Montjuïc,Hostafrancs
563971,99,Eixample,Sant Antoni
624427,154,Eixample,Sant Antoni
630566,291,Sant Martí,el Poblenou
632818,80,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
634786,500,Eixample,l'Antiga Esquerra de l'Eixample
636702,346,Eixample,el Fort Pienc
564809,65,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
721479,268,Eixample,el Fort Pienc
638009,30,Sant Martí,el Parc i la Llacuna del Poblenou
639137,234,Eixample,la Nova Esquerra de l'Eixample
639820,136,Eixample,Sant Antoni
642491,100,Les Corts,la Maternitat i Sant Ramon
644534,42,Eixample,la Nova Esquerra de l'Eixample
645513,179,Sant Martí,el Poblenou
721504,243,Eixample,la Dreta de l'Eixample
648112,63,Eixample,la Nova Esquerra de l'Eixample
721509,193,Eixample,la Dreta de l'Eixample
721510,203,Eixample,la Dreta de l'Eixample
652294,16,Eixample,la Nova Esquerra de l'Eixample
721511,223,Eixample,la Dreta de l'Eixample
721512,223,Eixample,la Dreta de l'Eixample
722742,139,Gràcia,la Vila de Gràcia
656990,16,Sarrià-Sant Gervasi,el Putxet i el Farró
659469,156,Sant Martí,el Parc i la Llacuna del Poblenou
662879,120,Sants-Montjuïc,el Poble Sec
663096,420,Eixample,la Dreta de l'Eixample
663655,831,Eixample,la Dreta de l'Eixample
663732,38,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
667177,173,Sant Martí,el Parc i la Llacuna del Poblenou
667248,45,Eixample,la Dreta de l'Eixample
668990,16,Eixample,la Nova Esquerra de l'Eixample
670782,102,Eixample,Sant Antoni
670956,40,Sant Martí,el Poblenou
671458,129,Sants-Montjuïc,el Poble Sec
672728,160,Eixample,el Fort Pienc
675175,25,Nou Barris,la Prosperitat
677012,28,Gràcia,Vallcarca i els Penitents
724298,182,Eixample,la Sagrada Família
679965,39,Sant Martí,el Poblenou
682808,678,Eixample,la Dreta de l'Eixample
682871,157,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
684639,35,Eixample,la Nova Esquerra de l'Eixample
684643,25,Eixample,la Nova Esquerra de l'Eixample
686830,179,Sant Martí,el Poblenou
724331,151,Eixample,Sant Antoni
688295,50,Nou Barris,el Turó de la Peira
724523,126,Sants-Montjuïc,el Poble Sec
725009,191,Eixample,Sant Antoni
725659,52,Gràcia,la Vila de Gràcia
728480,490,Eixample,l'Antiga Esquerra de l'Eixample
729078,99,Ciutat Vella,el Raval
731049,19,Sants-Montjuïc,Sants - Badal
737759,70,Eixample,la Dreta de l'Eixample
688527,130,Sant Martí,Provençals del Poblenou
739557,173,Eixample,la Sagrada Família
688946,150,Sant Martí,el Clot
694516,42,Horta-Guinardó,la Font d'en Fargues
740113,120,Eixample,Sant Antoni
742156,180,Sarrià-Sant Gervasi,el Putxet i el Farró
696301,36,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
742241,194,Gràcia,Vallcarca i els Penitents
698593,163,Gràcia,la Vila de Gràcia
743612,182,Sant Andreu,Navas
744153,55,Eixample,la Dreta de l'Eixample
699920,192,Eixample,l'Antiga Esquerra de l'Eixample
745220,181,Gràcia,Vallcarca i els Penitents
700150,329,Eixample,l'Antiga Esquerra de l'Eixample
745275,368,Gràcia,Vallcarca i els Penitents
746086,142,Sants-Montjuïc,Sants - Badal
748693,20,Ciutat Vella,el Raval
703941,231,Eixample,la Dreta de l'Eixample
703973,223,Eixample,la Dreta de l'Eixample
750066,130,Eixample,Sant Antoni
753322,290,Gràcia,la Vila de Gràcia
703978,261,Eixample,la Dreta de l'Eixample
756588,56,Ciutat Vella,el Raval
703984,246,Eixample,la Dreta de l'Eixample
757149,153,Eixample,l'Antiga Esquerra de l'Eixample
715036,130,Sants-Montjuïc,el Poble Sec
721378,242,Eixample,el Fort Pienc
759351,120,Sants-Montjuïc,Hostafrancs
721470,183,Eixample,el Fort Pienc
721471,193,Eixample,la Dreta de l'Eixample
721473,203,Eixample,el Fort Pienc
759769,214,Eixample,la Sagrada Família
721478,268,Eixample,el Fort Pienc
764452,128,Sant Martí,el Parc i la Llacuna del Poblenou
865191,188,Eixample,la Dreta de l'Eixample
865367,159,Eixample,la Dreta de l'Eixample
866298,188,Sants-Montjuïc,Sants
767596,196,Gràcia,el Camp d'en Grassot i Gràcia Nova
866483,208,Gràcia,la Vila de Gràcia
868198,212,Eixample,la Dreta de l'Eixample
767889,160,Eixample,la Sagrada Família
871899,173,Gràcia,la Vila de Gràcia
770175,160,Eixample,la Sagrada Família
875171,139,Les Corts,les Corts
771440,50,Eixample,la Sagrada Família
772098,57,Sants-Montjuïc,el Poble Sec
876101,400,Sant Martí,la Vila Olímpica del Poblenou
773886,200,Gràcia,la Vila de Gràcia
877884,275,Eixample,la Nova Esquerra de l'Eixample
775644,143,Eixample,la Nova Esquerra de l'Eixample
879969,169,Eixample,la Dreta de l'Eixample
775794,209,Sant Martí,el Poblenou
776038,168,Gràcia,la Vila de Gràcia
883382,151,Horta-Guinardó,el Carmel
776174,88,Ciutat Vella,el Barri Gòtic
884420,110,Les Corts,la Maternitat i Sant Ramon
886088,142,Eixample,la Dreta de l'Eixample
777476,336,Eixample,l'Antiga Esquerra de l'Eixample
887953,349,Eixample,la Sagrada Família
777587,176,Eixample,Sant Antoni
888988,300,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
790404,129,Gràcia,la Vila de Gràcia
790475,99,Gràcia,la Vila de Gràcia
889491,60,Sant Martí,el Poblenou
791717,100,Sant Martí,el Poblenou
889575,130,Horta-Guinardó,el Guinardó
796809,137,Sant Martí,el Poblenou
892906,151,Eixample,la Dreta de l'Eixample
892922,210,Eixample,la Dreta de l'Eixample
799240,49,Eixample,Sant Antoni
892927,170,Eixample,la Dreta de l'Eixample
800045,138,Les Corts,les Corts
892943,235,Eixample,la Dreta de l'Eixample
892949,325,Eixample,la Dreta de l'Eixample
893052,134,Gràcia,la Vila de Gràcia
801237,200,Eixample,la Sagrada Família
893399,174,Sant Martí,Provençals del Poblenou
804268,151,Sant Martí,el Parc i la Llacuna del Poblenou
895091,198,Eixample,l'Antiga Esquerra de l'Eixample
811918,90,Les Corts,la Maternitat i Sant Ramon
896367,214,Eixample,el Fort Pienc
900045,85,Sant Martí,el Parc i la Llacuna del Poblenou
814172,235,Sant Martí,el Poblenou
901211,160,Eixample,l'Antiga Esquerra de l'Eixample
814177,218,Sant Martí,el Poblenou
814202,235,Sant Martí,el Poblenou
814226,235,Sant Martí,el Poblenou
820497,85,Eixample,la Nova Esquerra de l'Eixample
902403,264,Eixample,la Dreta de l'Eixample
903135,201,Les Corts,les Corts
821100,170,Eixample,Sant Antoni
904862,230,Ciutat Vella,el Raval
906559,134,Eixample,el Fort Pienc
821523,129,Eixample,la Sagrada Família
907219,138,Gràcia,la Vila de Gràcia
823272,221,Eixample,la Dreta de l'Eixample
910349,48,Sants-Montjuïc,el Poble Sec
915823,471,Eixample,la Dreta de l'Eixample
824902,137,Eixample,la Sagrada Família
916232,250,Eixample,la Dreta de l'Eixample
827250,192,Gràcia,el Camp d'en Grassot i Gràcia Nova
917308,825,Eixample,la Dreta de l'Eixample
917540,49,Sants-Montjuïc,Sants
832755,330,Sant Martí,el Poblenou
918481,160,Eixample,la Dreta de l'Eixample
839655,186,Eixample,Sant Antoni
840123,91,Les Corts,la Maternitat i Sant Ramon
842126,227,Gràcia,la Vila de Gràcia
922906,176,Sants-Montjuïc,el Poble Sec
922907,158,Sants-Montjuïc,el Poble Sec
842389,186,Les Corts,les Corts
846423,220,Gràcia,la Vila de Gràcia
925557,160,Gràcia,el Camp d'en Grassot i Gràcia Nova
847195,161,Eixample,l'Antiga Esquerra de l'Eixample
928725,56,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
847735,265,Eixample,la Dreta de l'Eixample
929663,187,Sants-Montjuïc,el Poble Sec
849035,135,Eixample,la Dreta de l'Eixample
931437,336,Eixample,Sant Antoni
852134,133,Eixample,Sant Antoni
931756,96,Eixample,Sant Antoni
852195,236,Eixample,l'Antiga Esquerra de l'Eixample
933094,61,Les Corts,la Maternitat i Sant Ramon
856159,25,Sant Martí,el Poblenou
934979,171,Eixample,la Sagrada Família
857958,85,Ciutat Vella,el Barri Gòtic
936734,135,Sants-Montjuïc,el Poble Sec
936781,100,Gràcia,la Salut
859105,83,Ciutat Vella,la Barceloneta
936850,199,Eixample,la Sagrada Família
859813,407,Eixample,el Fort Pienc
936900,110,Sants-Montjuïc,Hostafrancs
937331,190,Eixample,l'Antiga Esquerra de l'Eixample
963289,185,Eixample,la Nova Esquerra de l'Eixample
937547,500,Eixample,l'Antiga Esquerra de l'Eixample
963533,397,Eixample,l'Antiga Esquerra de l'Eixample
937657,161,Les Corts,les Corts
965681,234,Eixample,l'Antiga Esquerra de l'Eixample
938006,161,Les Corts,les Corts
965712,180,Eixample,Sant Antoni
939692,238,Sant Martí,el Poblenou
965733,327,Eixample,l'Antiga Esquerra de l'Eixample
939792,202,Sarrià-Sant Gervasi,el Putxet i el Farró
966895,28,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
940338,292,Eixample,la Dreta de l'Eixample
967346,381,Eixample,Sant Antoni
940374,119,Sant Martí,el Clot
968489,150,Ciutat Vella,la Barceloneta
942410,130,Sant Martí,Provençals del Poblenou
973013,120,Eixample,la Sagrada Família
945007,136,Gràcia,el Camp d'en Grassot i Gràcia Nova
976595,185,Eixample,la Dreta de l'Eixample
945564,200,Eixample,la Dreta de l'Eixample
977631,117,Eixample,l'Antiga Esquerra de l'Eixample
946122,162,Sant Martí,la Vila Olímpica del Poblenou
977745,142,Les Corts,les Corts
979073,110,Gràcia,el Camp d'en Grassot i Gràcia Nova
947269,361,Eixample,la Nova Esquerra de l'Eixample
979914,220,Eixample,la Nova Esquerra de l'Eixample
948689,90,Ciutat Vella,el Barri Gòtic
982492,316,Eixample,l'Antiga Esquerra de l'Eixample
951364,166,Eixample,l'Antiga Esquerra de l'Eixample
982915,131,Gràcia,el Camp d'en Grassot i Gràcia Nova
954380,38,Ciutat Vella,el Raval
984985,129,Gràcia,la Vila de Gràcia
986101,161,Sants-Montjuïc,el Poble Sec
955321,450,Sant Martí,la Vila Olímpica del Poblenou
956256,140,Eixample,Sant Antoni
986639,254,Ciutat Vella,el Barri Gòtic
956768,279,Eixample,la Sagrada Família
957402,173,Sants-Montjuïc,el Poble Sec
986692,191,Gràcia,el Camp d'en Grassot i Gràcia Nova
957657,162,Sants-Montjuïc,el Poble Sec
986867,295,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
958946,169,Eixample,Sant Antoni
959089,390,Sarrià-Sant Gervasi,el Putxet i el Farró
988755,239,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
959840,79,Ciutat Vella,el Raval
959880,78,Ciutat Vella,el Barri Gòtic
988917,171,Eixample,la Nova Esquerra de l'Eixample
996713,27,Eixample,Sant Antoni
961548,157,Gràcia,la Vila de Gràcia
1111412,277,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
1112838,171,Sants-Montjuïc,el Poble Sec
1114170,20,Gràcia,la Vila de Gràcia
1000720,50,Horta-Guinardó,el Guinardó
1119598,234,Eixample,la Sagrada Família
1124129,80,Gràcia,el Camp d'en Grassot i Gràcia Nova
1125212,370,Eixample,l'Antiga Esquerra de l'Eixample
1002233,227,Sants-Montjuïc,el Poble Sec
1129827,449,Eixample,la Dreta de l'Eixample
1002372,281,Sant Martí,el Poblenou
1136384,201,Eixample,l'Antiga Esquerra de l'Eixample
1007939,129,Gràcia,la Vila de Gràcia
1139069,138,Les Corts,les Corts
1008717,554,Eixample,la Dreta de l'Eixample
1011083,130,Sants-Montjuïc,el Poble Sec
1139791,35,Gràcia,la Salut
1139810,46,Ciutat Vella,el Raval
1018647,129,Les Corts,la Maternitat i Sant Ramon
1139849,299,Sant Martí,la Vila Olímpica del Poblenou
1020452,100,Sants-Montjuïc,la Font de la Guatlla
1140144,49,Sant Martí,el Camp de l'Arpa del Clot
1025707,136,Eixample,la Sagrada Família
1145940,264,Gràcia,el Camp d'en Grassot i Gràcia Nova
1026452,183,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
1147333,280,Eixample,la Dreta de l'Eixample
1029587,110,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
1149191,110,Sarrià-Sant Gervasi,el Putxet i el Farró
1034761,164,Sant Martí,el Poblenou
1150062,90,Sarrià-Sant Gervasi,el Putxet i el Farró
1150128,90,Gràcia,Vallcarca i els Penitents
1034771,200,Ciutat Vella,el Raval
1039162,220,Gràcia,la Vila de Gràcia
1154365,107,Horta-Guinardó,el Guinardó
1154761,216,Eixample,l'Antiga Esquerra de l'Eixample
1039211,128,Sant Martí,el Poblenou
1041060,201,Gràcia,la Vila de Gràcia
1157783,45,Eixample,la Nova Esquerra de l'Eixample
1044121,153,Eixample,Sant Antoni
1161417,120,Gràcia,el Camp d'en Grassot i Gràcia Nova
1044130,290,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
1047089,91,Gràcia,la Vila de Gràcia
1164746,21,Sarrià-Sant Gervasi,el Putxet i el Farró
1052846,179,Sant Martí,el Poblenou
1165432,241,Eixample,la Dreta de l'Eixample
1060614,200,Eixample,el Fort Pienc
1169088,182,Eixample,Sant Antoni
1169142,175,Eixample,la Dreta de l'Eixample
1061343,114,Sarrià-Sant Gervasi,les Tres Torres
1169191,464,Eixample,la Sagrada Família
1186442,219,Eixample,Sant Antoni
1064956,106,Les Corts,les Corts
1186506,198,Eixample,Sant Antoni
1186521,199,Eixample,Sant Antoni
1067338,250,Eixample,Sant Antoni
1186539,199,Eixample,Sant Antoni
1068523,312,Eixample,la Dreta de l'Eixample
1186559,199,Eixample,Sant Antoni
1068919,149,Gràcia,la Vila de Gràcia
1190491,140,Eixample,la Dreta de l'Eixample
1069572,183,Eixample,la Dreta de l'Eixample
1193162,280,Eixample,l'Antiga Esquerra de l'Eixample
1070322,26,Gràcia,la Vila de Gràcia
1193842,180,Sants-Montjuïc,el Poble Sec
1071740,434,Sants-Montjuïc,Sants
1197169,414,Sarrià-Sant Gervasi,el Putxet i el Farró
1197458,25,Sant Martí,el Poblenou
1073748,200,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
1198074,222,Eixample,la Dreta de l'Eixample
1199380,282,Eixample,la Dreta de l'Eixample
1074936,290,Eixample,la Dreta de l'Eixample
1199382,310,Eixample,la Dreta de l'Eixample
1075855,151,Gràcia,el Camp d'en Grassot i Gràcia Nova
1199594,160,Ciutat Vella,el Barri Gòtic
1077851,140,Horta-Guinardó,la Teixonera
1201871,139,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
1078049,216,Eixample,l'Antiga Esquerra de l'Eixample
1202829,96,Sant Martí,el Poblenou
1079887,132,Eixample,la Nova Esquerra de l'Eixample
1082656,187,Eixample,la Dreta de l'Eixample
1206052,150,Eixample,la Sagrada Família
1207330,277,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
1084712,84,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
1207407,367,Eixample,la Dreta de l'Eixample
1207452,277,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
1085376,65,Eixample,el Fort Pienc
1207471,100,Les Corts,la Maternitat i Sant Ramon
1211274,358,Eixample,la Dreta de l'Eixample
1091090,125,Gràcia,la Vila de Gràcia
1211499,205,Eixample,Sant Antoni
1213201,450,Eixample,la Dreta de l'Eixample
1215049,128,Eixample,la Sagrada Família
1092780,157,Gràcia,la Vila de Gràcia
1215339,411,Eixample,la Dreta de l'Eixample
1215451,260,Eixample,l'Antiga Esquerra de l'Eixample
1094548,155,Gràcia,la Vila de Gràcia
1216365,160,Eixample,la Dreta de l'Eixample
1216600,189,Eixample,la Nova Esquerra de l'Eixample
1094604,53,Sant Martí,Provençals del Poblenou
1218515,50,Ciutat Vella,el Barri Gòtic
1218609,40,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
1098571,57,Ciutat Vella,el Barri Gòtic
1098894,793,Eixample,l'Antiga Esquerra de l'Eixample
1218611,198,Eixample,Sant Antoni
1218618,206,Eixample,Sant Antoni
1100121,129,Gràcia,la Vila de Gràcia
1218626,208,Eixample,Sant Antoni
1224736,91,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
1100506,194,Sant Martí,el Parc i la Llacuna del Poblenou
1102498,110,Eixample,la Dreta de l'Eixample
1102747,269,Eixample,el Fort Pienc
1225103,178,Eixample,l'Antiga Esquerra de l'Eixample
1102856,145,Horta-Guinardó,Can Baró
1106433,50,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
1229996,215,Gràcia,la Vila de Gràcia
1230464,42,Eixample,la Nova Esquerra de l'Eixample
1231483,260,Gràcia,la Vila de Gràcia
1106987,60,Sant Martí,la Vila Olímpica del Poblenou
1234006,141,Eixample,Sant Antoni
1109989,149,Eixample,Sant Antoni
1235517,59,Ciutat Vella,el Barri Gòtic
1255085,350,Eixample,la Dreta de l'Eixample
1258555,137,Eixample,el Fort Pienc
1235805,132,Gràcia,la Vila de Gràcia
1260018,140,Sants-Montjuïc,Sants - Badal
1240055,176,Gràcia,la Salut
1261435,50,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
1241068,30,Eixample,el Fort Pienc
1241225,420,Eixample,la Dreta de l'Eixample
1242215,133,Gràcia,la Vila de Gràcia
1266069,113,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
1242470,130,Sant Martí,el Parc i la Llacuna del Poblenou
1242745,166,Eixample,el Fort Pienc
