id,price,neighbourhood_group,neighbourhood
18029085,75,Eixample,Sant Antoni
17741885,65,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
18030645,247,Eixample,la Dreta de l'Eixample
18033581,80,Eixample,la Dreta de l'Eixample
17753817,100,Horta-Guinardó,el Guinardó
17755018,432,Eixample,la Dreta de l'Eixample
18038277,85,Sant Martí,el Camp de l'Arpa del Clot
17762151,200,Eixample,la Nova Esquerra de l'Eixample
18038313,193,Sants-Montjuïc,Hostafrancs
17773935,30,Sant Martí,el Camp de l'Arpa del Clot
17784677,55,Ciutat Vella,el Barri Gòtic
18039845,44,Eixample,Sant Antoni
17786640,36,Gràcia,la Vila de Gràcia
17789197,29,Nou Barris,Porta
18041850,55,Sant Martí,el Camp de l'Arpa del Clot
18043684,331,Eixample,la Dreta de l'Eixample
17789490,124,Sants-Montjuïc,la Bordeta
18046053,75,Eixample,Sant Antoni
17798665,102,Eixample,l'Antiga Esquerra de l'Eixample
18049325,331,Eixample,la Dreta de l'Eixample
17808668,59,Sant Martí,el Camp de l'Arpa del Clot
18053584,229,Sant Martí,el Poblenou
17809736,71,Sarrià-Sant Gervasi,el Putxet i el Farró
18068224,103,Sants-Montjuïc,Sants - Badal
17820681,214,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
18072457,72,Ciutat Vella,el Raval
17820980,220,Les Corts,la Maternitat i Sant Ramon
18073605,60,Ciutat Vella,el Raval
17821990,27,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
18272085,53,Ciutat Vella,la Barceloneta
18108783,27,Gràcia,la Vila de Gràcia
18278374,50,Eixample,l'Antiga Esquerra de l'Eixample
18280255,215,Gràcia,la Vila de Gràcia
18118797,79,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
18121859,40,Eixample,el Fort Pienc
18283499,44,Sant Martí,el Camp de l'Arpa del Clot
18124601,29,Gràcia,la Vila de Gràcia
18132625,37,Eixample,la Sagrada Família
18298011,45,Sarrià-Sant Gervasi,Sarrià
18146433,152,Gràcia,la Vila de Gràcia
18147910,31,Ciutat Vella,la Barceloneta
18307439,65,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
18148057,150,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
18322249,206,Eixample,la Dreta de l'Eixample
18329044,53,Sants-Montjuïc,el Poble Sec
18153634,186,Sant Martí,el Besòs i el Maresme
18338221,157,Sants-Montjuïc,la Font de la Guatlla
18154978,147,Sant Martí,el Poblenou
18338508,23,Eixample,el Fort Pienc
18166839,35,Ciutat Vella,el Barri Gòtic
18167648,48,Eixample,la Nova Esquerra de l'Eixample
18387024,16,Eixample,la Nova Esquerra de l'Eixample
18418085,180,Eixample,Sant Antoni
18167818,127,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
18169478,130,Gràcia,el Camp d'en Grassot i Gràcia Nova
18418904,245,Eixample,la Sagrada Família
18420309,22,Sant Andreu,la Sagrera
18420426,108,Eixample,el Fort Pienc
18170160,44,Ciutat Vella,el Raval
18424082,101,Eixample,el Fort Pienc
18173359,120,Gràcia,la Vila de Gràcia
18424324,106,Eixample,el Fort Pienc
18175074,53,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18424456,122,Eixample,el Fort Pienc
18185332,78,Sant Martí,la Vila Olímpica del Poblenou
18426853,48,Eixample,la Nova Esquerra de l'Eixample
18429737,56,Ciutat Vella,el Raval
18187460,20,Sant Martí,el Clot
18436222,43,Ciutat Vella,el Raval
18192944,18,Gràcia,la Vila de Gràcia
18438898,304,Eixample,la Sagrada Família
18196081,233,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18197251,60,Eixample,la Dreta de l'Eixample
18439011,120,Eixample,la Dreta de l'Eixample
18439708,96,Eixample,el Fort Pienc
18441272,44,Ciutat Vella,el Raval
18199255,35,Ciutat Vella,el Raval
18441602,101,Eixample,el Fort Pienc
18208218,20,Eixample,Sant Antoni
18442906,95,Eixample,el Fort Pienc
18217017,48,Sant Martí,el Besòs i el Maresme
18217447,49,Ciutat Vella,el Barri Gòtic
18217921,45,Eixample,el Fort Pienc
18443653,119,Eixample,el Fort Pienc
18231716,65,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
18444651,60,Ciutat Vella,el Raval
18454432,107,Eixample,el Fort Pienc
18249861,190,Eixample,Sant Antoni
18454771,95,Eixample,el Fort Pienc
18256727,60,Sant Martí,el Clot
18457389,36,Eixample,l'Antiga Esquerra de l'Eixample
18262581,53,Sant Martí,el Parc i la Llacuna del Poblenou
18458853,107,Eixample,el Fort Pienc
18269758,194,Gràcia,la Vila de Gràcia
18697011,22,Les Corts,la Maternitat i Sant Ramon
18459019,138,Eixample,el Fort Pienc
18461094,20,Sant Martí,el Clot
18703222,210,Gràcia,la Vila de Gràcia
18485009,44,Sant Martí,el Besòs i el Maresme
18488543,114,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
18711519,40,Ciutat Vella,el Barri Gòtic
18725178,63,Eixample,Sant Antoni
18497538,24,Eixample,Sant Antoni
18499256,50,Horta-Guinardó,Can Baró
18732521,72,Gràcia,la Salut
18500822,100,Eixample,la Sagrada Família
18740765,150,Gràcia,el Camp d'en Grassot i Gràcia Nova
18521609,25,Horta-Guinardó,la Teixonera
18747430,128,Sant Martí,el Parc i la Llacuna del Poblenou
18530629,301,Eixample,la Sagrada Família
18748070,200,Eixample,la Sagrada Família
18531999,108,Ciutat Vella,la Barceloneta
18748074,200,Eixample,la Sagrada Família
18748076,259,Gràcia,la Vila de Gràcia
18532548,112,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
18748079,259,Gràcia,la Vila de Gràcia
18748081,248,Gràcia,la Vila de Gràcia
18748082,248,Gràcia,la Vila de Gràcia
18748083,259,Gràcia,la Vila de Gràcia
18534416,55,Horta-Guinardó,el Guinardó
18748088,248,Gràcia,la Vila de Gràcia
18541547,39,Eixample,la Sagrada Família
18748104,159,Eixample,la Sagrada Família
18549309,55,Gràcia,el Camp d'en Grassot i Gràcia Nova
18748105,159,Eixample,la Sagrada Família
18549740,87,Sants-Montjuïc,el Poble Sec
18750489,35,Sants-Montjuïc,Hostafrancs
18555876,45,Sant Martí,el Parc i la Llacuna del Poblenou
18751085,35,Sants-Montjuïc,el Poble Sec
18762580,142,Sants-Montjuïc,el Poble Sec
18557074,107,Ciutat Vella,el Raval
18765714,137,Sant Martí,Sant Martí de Provençals
18559064,192,Ciutat Vella,el Raval
18766588,45,Ciutat Vella,el Barri Gòtic
18559623,58,Eixample,la Nova Esquerra de l'Eixample
18768307,38,Eixample,la Nova Esquerra de l'Eixample
18564914,602,Eixample,la Dreta de l'Eixample
18779649,119,Eixample,la Nova Esquerra de l'Eixample
18572961,205,Ciutat Vella,el Barri Gòtic
18782103,53,Gràcia,la Salut
18782153,358,Eixample,la Dreta de l'Eixample
18573859,161,Les Corts,les Corts
18782663,67,Gràcia,la Salut
18580058,50,Gràcia,la Vila de Gràcia
18782971,72,Gràcia,la Salut
18783168,56,Gràcia,la Salut
18580179,260,Eixample,la Dreta de l'Eixample
18580775,243,Les Corts,les Corts
18580791,213,Les Corts,les Corts
18783410,59,Gràcia,la Salut
18787543,150,Gràcia,la Vila de Gràcia
18594606,60,Ciutat Vella,el Raval
18788457,54,Eixample,la Sagrada Família
18594748,52,Gràcia,el Camp d'en Grassot i Gràcia Nova
18609272,43,Sants-Montjuïc,la Marina de Port
18788620,135,Sants-Montjuïc,Sants
18614711,69,Sant Martí,el Camp de l'Arpa del Clot
18791554,24,Gràcia,la Vila de Gràcia
18793876,55,Sants-Montjuïc,Sants - Badal
18615356,78,Sant Martí,el Camp de l'Arpa del Clot
18624555,47,Gràcia,Vallcarca i els Penitents
18799316,73,Gràcia,la Vila de Gràcia
18632823,34,Sant Andreu,Navas
18799724,73,Gràcia,la Vila de Gràcia
18800050,161,Eixample,la Sagrada Família
18635538,29,Eixample,la Dreta de l'Eixample
18643014,157,Gràcia,la Vila de Gràcia
18801690,130,Sant Martí,el Camp de l'Arpa del Clot
18649323,59,Eixample,Sant Antoni
18652878,48,Ciutat Vella,el Barri Gòtic
18806437,49,Ciutat Vella,el Barri Gòtic
18661985,16,Horta-Guinardó,Can Baró
18666614,187,Ciutat Vella,el Barri Gòtic
18810132,90,Eixample,la Nova Esquerra de l'Eixample
18816246,161,Gràcia,Vallcarca i els Penitents
18667060,156,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
18672570,355,Eixample,la Dreta de l'Eixample
18816303,39,Eixample,la Sagrada Família
18675862,32,Sants-Montjuïc,la Font de la Guatlla
18819367,246,Eixample,la Nova Esquerra de l'Eixample
18678273,269,Eixample,l'Antiga Esquerra de l'Eixample
18679493,31,Ciutat Vella,el Raval
18819486,303,Eixample,la Dreta de l'Eixample
18679582,218,Gràcia,la Vila de Gràcia
18819488,268,Eixample,la Dreta de l'Eixample
18819497,262,Gràcia,la Vila de Gràcia
18682101,35,Eixample,la Nova Esquerra de l'Eixample
18690318,90,Ciutat Vella,el Barri Gòtic
18821210,191,Eixample,la Sagrada Família
18918155,221,Eixample,la Dreta de l'Eixample
18838659,74,Eixample,Sant Antoni
18860031,70,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
18918159,378,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18918161,249,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18860645,29,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
18869363,488,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
18918162,410,Eixample,la Dreta de l'Eixample
18918163,410,Eixample,la Dreta de l'Eixample
18869364,440,Ciutat Vella,el Raval
18918165,310,Sant Martí,el Besòs i el Maresme
18918166,383,Eixample,la Dreta de l'Eixample
18869678,68,Sants-Montjuïc,Sants
18871225,258,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18918168,204,Eixample,la Dreta de l'Eixample
18871228,258,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18918169,268,Eixample,la Dreta de l'Eixample
18873107,20,Eixample,la Dreta de l'Eixample
18918171,210,Eixample,la Dreta de l'Eixample
18874540,26,Eixample,la Dreta de l'Eixample
18884784,296,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
18918172,268,Eixample,la Dreta de l'Eixample
18918174,204,Eixample,la Dreta de l'Eixample
18918176,410,Eixample,la Dreta de l'Eixample
18887616,276,Eixample,la Nova Esquerra de l'Eixample
18918177,375,Eixample,la Dreta de l'Eixample
18918178,410,Eixample,la Dreta de l'Eixample
18918181,268,Eixample,la Dreta de l'Eixample
18889879,45,Ciutat Vella,el Raval
18918183,247,Eixample,la Dreta de l'Eixample
18890171,55,Ciutat Vella,el Barri Gòtic
18918186,221,Eixample,la Dreta de l'Eixample
18895271,73,Ciutat Vella,el Raval
18918190,210,Eixample,la Dreta de l'Eixample
18919038,46,Ciutat Vella,el Raval
18920807,130,Eixample,la Nova Esquerra de l'Eixample
18903875,59,Ciutat Vella,el Raval
18909471,55,Sant Martí,el Parc i la Llacuna del Poblenou
18937523,56,Sant Martí,el Besòs i el Maresme
18939609,55,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18912000,127,Sant Martí,el Camp de l'Arpa del Clot
18942359,138,Les Corts,les Corts
18913927,57,Ciutat Vella,la Barceloneta
18943543,81,Sant Martí,el Besòs i el Maresme
18918136,258,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18945183,45,Eixample,Sant Antoni
18918143,590,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18952363,94,Ciutat Vella,la Barceloneta
18918145,360,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18956901,40,Sants-Montjuïc,Sants
18918146,339,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18918147,590,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18960463,48,Sant Martí,el Besòs i el Maresme
18970396,30,Nou Barris,Verdun
18918149,548,Eixample,la Dreta de l'Eixample
18918151,572,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18971689,30,Nou Barris,Verdun
18918152,308,Eixample,la Dreta de l'Eixample
18975870,35,Eixample,la Sagrada Família
18918153,465,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
19234380,43,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
18980901,58,Horta-Guinardó,el Guinardó
19239896,164,Eixample,la Sagrada Família
18983216,165,Sants-Montjuïc,el Poble Sec
19253139,100,Horta-Guinardó,el Baix Guinardó
19011241,259,Les Corts,les Corts
19263265,66,Eixample,el Fort Pienc
19011437,40,Horta-Guinardó,el Guinardó
19265548,30,Eixample,l'Antiga Esquerra de l'Eixample
19015707,80,Eixample,l'Antiga Esquerra de l'Eixample
19016951,50,Eixample,la Dreta de l'Eixample
19278621,77,Eixample,el Fort Pienc
19017150,29,Eixample,la Dreta de l'Eixample
19028601,25,Gràcia,la Vila de Gràcia
19278720,171,Eixample,la Sagrada Família
19279731,44,Eixample,el Fort Pienc
19280134,183,Eixample,la Sagrada Família
19028693,35,Sant Martí,el Besòs i el Maresme
19280939,166,Eixample,la Sagrada Família
19028982,793,Gràcia,la Vila de Gràcia
19284742,50,Eixample,la Nova Esquerra de l'Eixample
19288657,181,Eixample,Sant Antoni
19033335,80,Ciutat Vella,el Barri Gòtic
19304849,55,Ciutat Vella,la Barceloneta
19043388,367,Eixample,la Dreta de l'Eixample
19305348,35,Gràcia,la Vila de Gràcia
19305430,135,Eixample,Sant Antoni
19048512,129,Sant Martí,el Camp de l'Arpa del Clot
19053607,167,Sants-Montjuïc,el Poble Sec
19053950,40,Sant Martí,la Verneda i la Pau
19309304,95,Eixample,l'Antiga Esquerra de l'Eixample
19060476,390,Eixample,la Dreta de l'Eixample
19084504,36,Gràcia,la Vila de Gràcia
19311895,40,Horta-Guinardó,el Carmel
19086098,26,Sant Andreu,el Congrés i els Indians
19321199,132,Horta-Guinardó,el Baix Guinardó
19095883,120,Ciutat Vella,el Raval
19098187,45,Sant Martí,el Poblenou
19321989,900,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
19111247,49,Gràcia,el Camp d'en Grassot i Gràcia Nova
19324222,35,Sants-Montjuïc,la Marina de Port
19114185,130,Sant Martí,el Camp de l'Arpa del Clot
19130455,37,Horta-Guinardó,Horta
19336825,35,Ciutat Vella,el Raval
19137740,70,Gràcia,la Vila de Gràcia
19342564,51,Sants-Montjuïc,el Poble Sec
19139267,67,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
19145671,80,Sant Martí,la Verneda i la Pau
19343873,144,Sants-Montjuïc,el Poble Sec
19145900,165,Sants-Montjuïc,Sants
19345829,98,Sants-Montjuïc,el Poble Sec
19165571,90,Eixample,l'Antiga Esquerra de l'Eixample
19355007,72,Eixample,Sant Antoni
19168841,127,Sant Martí,el Camp de l'Arpa del Clot
19357639,372,Eixample,la Dreta de l'Eixample
19170398,124,Sant Martí,el Camp de l'Arpa del Clot
19373007,55,Eixample,l'Antiga Esquerra de l'Eixample
19373099,30,Sants-Montjuïc,la Marina de Port
19175006,266,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
19373641,55,Sants-Montjuïc,la Marina de Port
19380351,166,Eixample,la Dreta de l'Eixample
19179820,42,Sants-Montjuïc,el Poble Sec
19188690,33,Gràcia,la Vila de Gràcia
19191171,492,Gràcia,la Vila de Gràcia
19381729,32,Gràcia,Vallcarca i els Penitents
19192722,185,Sants-Montjuïc,el Poble Sec
19383965,31,Gràcia,la Salut
19193802,286,Eixample,la Dreta de l'Eixample
19385792,129,Sant Martí,el Camp de l'Arpa del Clot
19386220,34,Eixample,la Nova Esquerra de l'Eixample
19193893,39,Sant Martí,la Verneda i la Pau
19201959,124,Sant Martí,el Camp de l'Arpa del Clot
19395233,193,Sants-Montjuïc,Sants
19204015,350,Eixample,Sant Antoni
19402908,38,Eixample,la Nova Esquerra de l'Eixample
19209041,30,Eixample,la Nova Esquerra de l'Eixample
19216569,20,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
19410032,50,Ciutat Vella,el Raval
19421991,100,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
19221465,145,Sants-Montjuïc,Sants
19424216,85,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
19225120,65,Eixample,la Nova Esquerra de l'Eixample
19424985,48,Sant Martí,el Camp de l'Arpa del Clot
19225979,35,Sant Andreu,el Congrés i els Indians
19426207,75,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
19233700,39,Gràcia,la Salut
19536715,177,Eixample,la Dreta de l'Eixample
19429056,47,Ciutat Vella,el Barri Gòtic
19536716,168,Gràcia,la Vila de Gràcia
19432305,58,Ciutat Vella,el Raval
19536717,157,Gràcia,la Vila de Gràcia
19536718,175,Gràcia,la Vila de Gràcia
19436738,45,Sant Martí,Sant Martí de Provençals
19536720,165,Gràcia,la Vila de Gràcia
19536721,222,Gràcia,la Vila de Gràcia
19538760,60,Eixample,la Nova Esquerra de l'Eixample
19445891,50,Sants-Montjuïc,Sants
19450897,77,Eixample,el Fort Pienc
19539067,35,Eixample,el Fort Pienc
19548275,20,Eixample,la Sagrada Família
19553493,69,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
19465907,190,Sarrià-Sant Gervasi,el Putxet i el Farró
19477279,45,Eixample,l'Antiga Esquerra de l'Eixample
19559005,230,Eixample,la Sagrada Família
19480706,200,Horta-Guinardó,la Font d'en Fargues
19563158,190,Eixample,la Dreta de l'Eixample
19483565,49,Sant Martí,Sant Martí de Provençals
19486889,38,Sants-Montjuïc,la Bordeta
19565272,100,Ciutat Vella,el Raval
19566915,132,Gràcia,el Camp d'en Grassot i Gràcia Nova
19495182,36,Sants-Montjuïc,el Poble Sec
19501925,191,Sant Andreu,Navas
19567353,155,Gràcia,la Vila de Gràcia
19503907,40,Sant Martí,el Poblenou
19505496,60,Eixample,la Nova Esquerra de l'Eixample
19570491,27,Ciutat Vella,el Raval
19570865,281,Eixample,la Dreta de l'Eixample
19509048,65,Sant Martí,Provençals del Poblenou
19572717,72,Eixample,Sant Antoni
19509384,242,Eixample,la Dreta de l'Eixample
19513173,403,Eixample,el Fort Pienc
19582154,76,Eixample,la Dreta de l'Eixample
19515377,35,Eixample,l'Antiga Esquerra de l'Eixample
19582198,35,Eixample,la Sagrada Família
19518024,54,Gràcia,la Salut
19584104,70,Eixample,la Sagrada Família
19522765,60,Eixample,la Dreta de l'Eixample
19585052,70,Sarrià-Sant Gervasi,el Putxet i el Farró
19529939,60,Eixample,la Nova Esquerra de l'Eixample
19585190,193,Eixample,la Dreta de l'Eixample
19535792,77,Eixample,l'Antiga Esquerra de l'Eixample
19586510,193,Eixample,la Dreta de l'Eixample
19536690,289,Eixample,l'Antiga Esquerra de l'Eixample
19536692,186,Eixample,Sant Antoni
19599464,44,Eixample,el Fort Pienc
19536693,273,Eixample,Sant Antoni
19536695,274,Eixample,Sant Antoni
19536698,295,Eixample,l'Antiga Esquerra de l'Eixample
19614710,70,Ciutat Vella,el Raval
19536699,270,Eixample,l'Antiga Esquerra de l'Eixample
19617586,262,Nou Barris,Torre Baró
19536700,257,Eixample,Sant Antoni
19631362,75,Ciutat Vella,el Barri Gòtic
19536701,260,Eixample,el Fort Pienc
19536702,239,Eixample,Sant Antoni
19633130,60,Ciutat Vella,el Barri Gòtic
19635359,21,Eixample,la Sagrada Família
19536704,186,Gràcia,la Vila de Gràcia
19636167,50,Eixample,la Dreta de l'Eixample
19536705,230,Gràcia,la Vila de Gràcia
19636967,70,Eixample,la Nova Esquerra de l'Eixample
19536708,110,Gràcia,la Vila de Gràcia
19536710,131,Sants-Montjuïc,el Poble Sec
19639159,224,Eixample,la Sagrada Família
19536711,235,Sants-Montjuïc,el Poble Sec
19536713,233,Sants-Montjuïc,el Poble Sec
19640780,30,Eixample,la Dreta de l'Eixample
19735227,50,Sant Martí,el Parc i la Llacuna del Poblenou
19651719,35,Horta-Guinardó,el Guinardó
19735557,145,Eixample,la Nova Esquerra de l'Eixample
19652810,68,Gràcia,la Vila de Gràcia
19736828,55,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
19652973,264,Gràcia,la Vila de Gràcia
19653211,16,Sant Martí,el Besòs i el Maresme
19659876,32,Sant Andreu,el Congrés i els Indians
19747988,145,Ciutat Vella,el Barri Gòtic
19667923,50,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
19748665,30,Sants-Montjuïc,la Marina de Port
19669046,45,Eixample,la Nova Esquerra de l'Eixample
19748832,28,Sant Andreu,el Congrés i els Indians
19671654,55,Sant Martí,el Poblenou
19749462,31,Sant Andreu,el Congrés i els Indians
19671890,39,Sant Andreu,Navas
19673387,74,Sants-Montjuïc,el Poble Sec
19751252,55,Eixample,la Nova Esquerra de l'Eixample
19673977,100,Eixample,Sant Antoni
19753607,316,Eixample,la Dreta de l'Eixample
19679799,33,Eixample,Sant Antoni
19754039,44,Eixample,el Fort Pienc
19754369,174,Eixample,la Dreta de l'Eixample
19686811,32,Gràcia,la Vila de Gràcia
19760228,50,Sants-Montjuïc,el Poble Sec
19687254,134,Sant Martí,el Besòs i el Maresme
19763815,40,Horta-Guinardó,el Guinardó
19687412,26,Gràcia,la Vila de Gràcia
19765455,188,Eixample,Sant Antoni
19687798,32,Gràcia,la Vila de Gràcia
19779264,174,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
19688249,178,Sant Martí,el Camp de l'Arpa del Clot
19779265,231,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
19779311,201,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
19689424,66,Eixample,el Fort Pienc
19779316,183,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
19690186,66,Eixample,el Fort Pienc
19779318,258,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
19779916,31,Sant Andreu,Navas
19692712,66,Eixample,el Fort Pienc
19693832,50,Eixample,Sant Antoni
19693847,60,Gràcia,el Camp d'en Grassot i Gràcia Nova
19780565,29,Sants-Montjuïc,la Bordeta
19694143,60,Gràcia,el Camp d'en Grassot i Gràcia Nova
19694387,223,Eixample,la Sagrada Família
19780732,45,Ciutat Vella,el Barri Gòtic
19694964,180,Gràcia,la Vila de Gràcia
19781115,22,Eixample,la Nova Esquerra de l'Eixample
19695273,57,Ciutat Vella,la Barceloneta
19787019,26,Gràcia,el Camp d'en Grassot i Gràcia Nova
19792228,42,Eixample,la Sagrada Família
19695274,30,Nou Barris,el Turó de la Peira
19695963,25,Eixample,la Dreta de l'Eixample
19797316,32,Eixample,la Sagrada Família
19799557,350,Sant Martí,el Poblenou
19703940,44,Eixample,el Fort Pienc
19704429,66,Eixample,el Fort Pienc
19803430,46,Horta-Guinardó,el Guinardó
19705931,31,Ciutat Vella,el Raval
19804582,25,Les Corts,les Corts
19706093,45,Eixample,l'Antiga Esquerra de l'Eixample
19817229,235,Eixample,la Dreta de l'Eixample
19708576,58,Ciutat Vella,la Barceloneta
19817403,203,Eixample,la Dreta de l'Eixample
19711744,80,Eixample,la Nova Esquerra de l'Eixample
19715335,15,Eixample,la Nova Esquerra de l'Eixample
19817853,40,Gràcia,el Camp d'en Grassot i Gràcia Nova
19723732,66,Eixample,el Fort Pienc
19820634,129,Horta-Guinardó,el Carmel
19724815,60,Sant Martí,el Besòs i el Maresme
19824859,74,Horta-Guinardó,el Carmel
19724848,208,Eixample,la Dreta de l'Eixample
19828955,19,Sants-Montjuïc,Hostafrancs
19725220,22,Gràcia,la Vila de Gràcia
19835062,52,Eixample,la Nova Esquerra de l'Eixample
19725698,85,Les Corts,Pedralbes
19839429,198,Les Corts,les Corts
19725978,32,Gràcia,la Vila de Gràcia
19726349,32,Sarrià-Sant Gervasi,el Putxet i el Farró
19726433,29,Gràcia,la Vila de Gràcia
19840514,50,Ciutat Vella,el Raval
19728226,110,Eixample,l'Antiga Esquerra de l'Eixample
19733253,75,Gràcia,la Vila de Gràcia
19846038,200,Eixample,l'Antiga Esquerra de l'Eixample
19962749,150,Eixample,la Sagrada Família
19849434,97,Horta-Guinardó,el Carmel
19963099,150,Eixample,la Sagrada Família
19963459,113,Eixample,Sant Antoni
19849859,99,Horta-Guinardó,el Carmel
19963950,19,Ciutat Vella,el Raval
19850674,61,Ciutat Vella,la Barceloneta
19854110,73,Horta-Guinardó,el Carmel
19968192,75,Ciutat Vella,el Raval
19858319,45,Ciutat Vella,el Raval
19864974,101,Horta-Guinardó,el Carmel
19974416,86,Ciutat Vella,el Raval
19865313,96,Horta-Guinardó,el Carmel
19976748,40,Eixample,la Dreta de l'Eixample
19865470,68,Horta-Guinardó,el Carmel
19978181,141,Eixample,Sant Antoni
19865607,96,Horta-Guinardó,el Carmel
19865779,100,Horta-Guinardó,el Carmel
19978670,48,Gràcia,el Camp d'en Grassot i Gràcia Nova
19865985,71,Horta-Guinardó,el Carmel
19983618,36,Eixample,la Nova Esquerra de l'Eixample
19866204,97,Horta-Guinardó,el Carmel
19989745,51,Eixample,l'Antiga Esquerra de l'Eixample
19866423,82,Horta-Guinardó,el Carmel
19995421,48,Sants-Montjuïc,el Poble Sec
19868296,33,Sant Martí,el Poblenou
19870936,50,Ciutat Vella,el Barri Gòtic
19995428,35,Ciutat Vella,la Barceloneta
19995748,200,Eixample,la Dreta de l'Eixample
19873105,32,Les Corts,les Corts
20002590,48,Sants-Montjuïc,el Poble Sec
20004294,45,Les Corts,les Corts
19881692,45,Sant Martí,el Poblenou
20013040,75,Horta-Guinardó,el Guinardó
19889858,23,Sants-Montjuïc,el Poble Sec
19891134,49,Eixample,la Sagrada Família
20023860,55,Eixample,la Sagrada Família
20028272,25,Ciutat Vella,el Raval
19891785,85,Sants-Montjuïc,el Poble Sec
19902564,145,Sants-Montjuïc,el Poble Sec
20043458,25,Sants-Montjuïc,el Poble Sec
19909684,22,Gràcia,el Camp d'en Grassot i Gràcia Nova
20045088,36,Eixample,la Dreta de l'Eixample
19920255,32,Eixample,Sant Antoni
20049287,38,Eixample,la Dreta de l'Eixample
19921566,75,Ciutat Vella,el Raval
20060181,255,Eixample,la Dreta de l'Eixample
19922686,95,Eixample,la Sagrada Família
20061032,151,Sant Martí,el Parc i la Llacuna del Poblenou
19923391,95,Gràcia,el Camp d'en Grassot i Gràcia Nova
20066087,40,Eixample,el Fort Pienc
20066721,869,Gràcia,la Vila de Gràcia
19924130,95,Eixample,la Sagrada Família
20069818,174,Sant Martí,Sant Martí de Provençals
19930998,40,Gràcia,Vallcarca i els Penitents
20074443,60,Sant Andreu,la Sagrera
20081814,60,Eixample,l'Antiga Esquerra de l'Eixample
20082710,25,Sants-Montjuïc,el Poble Sec
19936784,106,Eixample,la Sagrada Família
20086013,38,Eixample,la Sagrada Família
19937592,147,Gràcia,la Vila de Gràcia
20091067,70,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
19940130,40,Ciutat Vella,el Barri Gòtic
19950124,50,Horta-Guinardó,el Baix Guinardó
20128592,40,Sant Martí,el Poblenou
19955807,139,Sants-Montjuïc,el Poble Sec
20129816,42,Ciutat Vella,el Barri Gòtic
19956058,25,Les Corts,les Corts
19956381,86,Ciutat Vella,el Barri Gòtic
19958031,358,Sant Martí,el Parc i la Llacuna del Poblenou
20131970,50,Sants-Montjuïc,Sants
20146211,35,Les Corts,les Corts
20170296,60,Sants-Montjuïc,Hostafrancs
20170976,15,Sant Martí,Provençals del Poblenou
19960402,110,Eixample,la Sagrada Família
20172831,50,Sant Andreu,Sant Andreu
19962229,150,Eixample,la Sagrada Família
20173661,45,Ciutat Vella,el Raval
19962349,45,Ciutat Vella,el Barri Gòtic
20179373,35,Gràcia,la Vila de Gràcia
